,date,hot_cold_class,pos_neg_class,Weather,Temperature
9149,2016-12-29,cold,Negative,1,4
9165,2016-12-29,cold,Negative,7,4
9166,2016-12-29,cold,Negative,7,4
9167,2016-12-29,cold,Negative,7,3
9168,2016-12-29,cold,Negative,3,3
9169,2016-12-29,cold,Negative,1,4
9355,2016-12-29,cold,Negative,7,4
9356,2016-12-29,cold,Negative,7,4
9357,2016-12-29,cold,Negative,7,3
9358,2016-12-29,cold,Negative,3,3
9359,2016-12-29,cold,Negative,1,4
9375,2016-12-29,cold,Negative,7,4
9376,2016-12-29,cold,Negative,7,4
9377,2016-12-29,cold,Negative,7,3
9378,2016-12-29,cold,Negative,3,3
9379,2016-12-29,cold,Negative,1,4
9380,2016-12-29,cold,Negative,7,4
9381,2016-12-29,cold,Negative,7,4
9382,2016-12-29,cold,Negative,7,3
9383,2016-12-29,cold,Negative,3,3
9384,2016-12-29,cold,Negative,1,4
9400,2016-12-29,cold,Negative,7,4
9401,2016-12-29,cold,Negative,7,4
9402,2016-12-29,cold,Negative,7,3
9403,2016-12-29,cold,Negative,3,3
9404,2016-12-29,cold,Negative,1,4
9595,2016-12-29,cold,Negative,7,4
9596,2016-12-29,cold,Negative,7,4
9597,2016-12-29,cold,Negative,7,3
9598,2016-12-29,cold,Negative,3,3
9599,2016-12-29,cold,Negative,1,4
9675,2016-12-29,cold,Negative,7,4
9676,2016-12-29,cold,Negative,7,4
9677,2016-12-29,cold,Negative,7,3
9678,2016-12-29,cold,Negative,3,3
9679,2016-12-29,cold,Negative,1,4
9735,2016-12-29,cold,Negative,7,4
9736,2016-12-29,cold,Negative,7,4
9737,2016-12-29,cold,Negative,7,3
9738,2016-12-29,cold,Negative,3,3
9739,2016-12-29,cold,Negative,1,4
9875,2016-12-29,cold,Negative,7,4
9876,2016-12-29,cold,Negative,7,4
9877,2016-12-29,cold,Negative,7,3
9878,2016-12-29,cold,Negative,3,3
9879,2016-12-29,cold,Negative,1,4
9920,2016-12-29,cold,Negative,7,4
9921,2016-12-29,cold,Negative,7,4
9922,2016-12-29,cold,Negative,7,3
9923,2016-12-29,cold,Negative,3,3
9924,2016-12-29,cold,Negative,1,4
10135,2016-12-30,cold,Negative,5,2
10136,2016-12-30,cold,Negative,8,3
10137,2016-12-30,cold,Negative,8,4
10138,2016-12-30,cold,Negative,8,4
10139,2016-12-30,cold,Negative,5,2
10165,2016-12-30,cold,Negative,5,2
10166,2016-12-30,cold,Negative,8,3
10167,2016-12-30,cold,Negative,8,4
10168,2016-12-30,cold,Negative,8,4
10169,2016-12-30,cold,Negative,5,2
10255,2016-12-30,cold,Negative,5,2
10256,2016-12-30,cold,Negative,8,3
10257,2016-12-30,cold,Negative,8,4
10258,2016-12-30,cold,Negative,8,4
10259,2016-12-30,cold,Negative,5,2
10320,2016-12-30,cold,Negative,5,2
10321,2016-12-30,cold,Negative,8,3
10322,2016-12-30,cold,Negative,8,4
10323,2016-12-30,cold,Negative,8,4
10324,2016-12-30,cold,Negative,5,2
10475,2016-12-30,cold,Negative,5,2
10476,2016-12-30,cold,Negative,8,3
10477,2016-12-30,cold,Negative,8,4
10478,2016-12-30,cold,Negative,8,4
10479,2016-12-30,cold,Negative,5,2
10780,2016-12-30,cold,Negative,5,2
10781,2016-12-30,cold,Negative,8,3
10782,2016-12-30,cold,Negative,8,4
10783,2016-12-30,cold,Negative,8,4
10784,2016-12-30,cold,Negative,5,2
10845,2016-12-30,cold,Negative,5,2
10846,2016-12-30,cold,Negative,8,3
10847,2016-12-30,cold,Negative,8,4
10848,2016-12-30,cold,Negative,8,4
10849,2016-12-30,cold,Negative,5,2
10870,2016-12-30,cold,Negative,5,2
10871,2016-12-30,cold,Negative,8,3
10872,2016-12-30,cold,Negative,8,4
10873,2016-12-30,cold,Negative,8,4
10874,2016-12-30,cold,Negative,5,2
10945,2016-12-30,cold,Negative,5,2
10946,2016-12-30,cold,Negative,8,3
10947,2016-12-30,cold,Negative,8,4
10948,2016-12-30,cold,Negative,8,4
10949,2016-12-30,cold,Negative,5,2
11065,2016-12-30,cold,Negative,5,2
11066,2016-12-30,cold,Negative,8,3
11067,2016-12-30,cold,Negative,8,4
11068,2016-12-30,cold,Negative,8,4
11069,2016-12-30,cold,Negative,5,2
11255,2016-12-30,cold,Negative,5,2
11256,2016-12-30,cold,Negative,8,3
11257,2016-12-30,cold,Negative,8,4
11258,2016-12-30,cold,Negative,8,4
11259,2016-12-30,cold,Negative,5,2
11435,2016-12-30,cold,Negative,5,2
11436,2016-12-30,cold,Negative,8,3
11437,2016-12-30,cold,Negative,8,4
11438,2016-12-30,cold,Negative,8,4
11439,2016-12-30,cold,Negative,5,2
11605,2016-12-30,cold,Negative,5,2
11606,2016-12-30,cold,Negative,8,3
11607,2016-12-30,cold,Negative,8,4
11608,2016-12-30,cold,Negative,8,4
11609,2016-12-30,cold,Negative,5,2
11645,2016-12-30,cold,Negative,5,2
11646,2016-12-30,cold,Negative,8,3
11647,2016-12-30,cold,Negative,8,4
11648,2016-12-30,cold,Negative,8,4
11649,2016-12-30,cold,Negative,5,2
11775,2016-12-30,cold,Negative,5,2
11776,2016-12-30,cold,Negative,8,3
11777,2016-12-30,cold,Negative,8,4
11778,2016-12-30,cold,Negative,8,4
11779,2016-12-30,cold,Negative,5,2
11800,2016-12-30,cold,Negative,5,2
11801,2016-12-30,cold,Negative,8,3
11802,2016-12-30,cold,Negative,8,4
11803,2016-12-30,cold,Negative,8,4
11804,2016-12-30,cold,Negative,5,2
11830,2016-12-30,cold,Negative,5,2
11831,2016-12-30,cold,Negative,8,3
11832,2016-12-30,cold,Negative,8,4
11833,2016-12-30,cold,Negative,8,4
11834,2016-12-30,cold,Negative,5,2
11955,2016-12-30,cold,Negative,5,2
11956,2016-12-30,cold,Negative,8,3
11957,2016-12-30,cold,Negative,8,4
11958,2016-12-30,cold,Negative,8,4
11959,2016-12-30,cold,Negative,5,2
11965,2016-12-30,cold,Negative,5,2
11966,2016-12-30,cold,Negative,8,3
11967,2016-12-30,cold,Negative,8,4
11968,2016-12-30,cold,Negative,8,4
11969,2016-12-30,cold,Negative,5,2
12000,2016-12-30,cold,Negative,5,2
12001,2016-12-30,cold,Negative,8,3
12002,2016-12-30,cold,Negative,8,4
12003,2016-12-30,cold,Negative,8,4
12004,2016-12-30,cold,Negative,5,2
12075,2016-12-30,cold,Negative,5,2
12076,2016-12-30,cold,Negative,8,3
12077,2016-12-30,cold,Negative,8,4
12078,2016-12-30,cold,Negative,8,4
12079,2016-12-30,cold,Negative,5,2
12205,2016-12-30,cold,Negative,5,2
12206,2016-12-30,cold,Negative,8,3
12207,2016-12-30,cold,Negative,8,4
12208,2016-12-30,cold,Negative,8,4
12209,2016-12-30,cold,Negative,5,2
12225,2016-12-30,cold,Positive,5,2
12226,2016-12-30,cold,Positive,8,3
12227,2016-12-30,cold,Positive,8,4
12228,2016-12-30,cold,Positive,8,4
12229,2016-12-30,cold,Positive,5,2
12355,2016-12-30,cold,Negative,5,2
12356,2016-12-30,cold,Negative,8,3
12357,2016-12-30,cold,Negative,8,4
12358,2016-12-30,cold,Negative,8,4
12359,2016-12-30,cold,Negative,5,2
12425,2016-12-30,cold,Negative,5,2
12426,2016-12-30,cold,Negative,8,3
12427,2016-12-30,cold,Negative,8,4
12428,2016-12-30,cold,Negative,8,4
12429,2016-12-30,cold,Negative,5,2
12500,2016-12-30,cold,Negative,5,2
12501,2016-12-30,cold,Negative,8,3
12502,2016-12-30,cold,Negative,8,4
12503,2016-12-30,cold,Negative,8,4
12504,2016-12-30,cold,Negative,5,2
12560,2016-12-30,cold,Negative,5,2
12561,2016-12-30,cold,Negative,8,3
12562,2016-12-30,cold,Negative,8,4
12563,2016-12-30,cold,Negative,8,4
12564,2016-12-30,cold,Negative,5,2
12615,2016-12-30,cold,Positive,5,2
12616,2016-12-30,cold,Positive,8,3
12617,2016-12-30,cold,Positive,8,4
12618,2016-12-30,cold,Positive,8,4
12619,2016-12-30,cold,Positive,5,2
12630,2016-12-30,cold,Negative,5,2
12631,2016-12-30,cold,Negative,8,3
12632,2016-12-30,cold,Negative,8,4
12633,2016-12-30,cold,Negative,8,4
12634,2016-12-30,cold,Negative,5,2
12655,2016-12-30,cold,Negative,5,2
12656,2016-12-30,cold,Negative,8,3
12657,2016-12-30,cold,Negative,8,4
12658,2016-12-30,cold,Negative,8,4
12659,2016-12-30,cold,Negative,5,2
12685,2016-12-30,cold,Negative,5,2
12686,2016-12-30,cold,Negative,8,3
12687,2016-12-30,cold,Negative,8,4
12688,2016-12-30,cold,Negative,8,4
12689,2016-12-30,cold,Negative,5,2
12870,2016-12-30,cold,Negative,5,2
12871,2016-12-30,cold,Negative,8,3
12872,2016-12-30,cold,Negative,8,4
12873,2016-12-30,cold,Negative,8,4
12874,2016-12-30,cold,Negative,5,2
12875,2016-12-30,cold,Negative,5,2
12876,2016-12-30,cold,Negative,8,3
12877,2016-12-30,cold,Negative,8,4
12878,2016-12-30,cold,Negative,8,4
12879,2016-12-30,cold,Negative,5,2
12935,2016-12-30,cold,Negative,5,2
12936,2016-12-30,cold,Negative,8,3
12937,2016-12-30,cold,Negative,8,4
12938,2016-12-30,cold,Negative,8,4
12939,2016-12-30,cold,Negative,5,2
12985,2016-12-30,cold,Negative,5,2
12986,2016-12-30,cold,Negative,8,3
12987,2016-12-30,cold,Negative,8,4
12988,2016-12-30,cold,Negative,8,4
12989,2016-12-30,cold,Negative,5,2
13120,2016-12-30,cold,Positive,5,2
13121,2016-12-30,cold,Positive,8,3
13122,2016-12-30,cold,Positive,8,4
13123,2016-12-30,cold,Positive,8,4
13124,2016-12-30,cold,Positive,5,2
13220,2016-12-30,cold,Negative,5,2
13221,2016-12-30,cold,Negative,8,3
13222,2016-12-30,cold,Negative,8,4
13223,2016-12-30,cold,Negative,8,4
13224,2016-12-30,cold,Negative,5,2
13240,2016-12-30,cold,Negative,5,2
13241,2016-12-30,cold,Negative,8,3
13242,2016-12-30,cold,Negative,8,4
13243,2016-12-30,cold,Negative,8,4
13244,2016-12-30,cold,Negative,5,2
13380,2016-12-30,cold,Negative,5,2
13381,2016-12-30,cold,Negative,8,3
13382,2016-12-30,cold,Negative,8,4
13383,2016-12-30,cold,Negative,8,4
13384,2016-12-30,cold,Negative,5,2
13475,2016-12-30,cold,Negative,5,2
13476,2016-12-30,cold,Negative,8,3
13477,2016-12-30,cold,Negative,8,4
13478,2016-12-30,cold,Negative,8,4
13479,2016-12-30,cold,Negative,5,2
13490,2016-12-30,cold,Negative,5,2
13491,2016-12-30,cold,Negative,8,3
13492,2016-12-30,cold,Negative,8,4
13493,2016-12-30,cold,Negative,8,4
13494,2016-12-30,cold,Negative,5,2
13570,2016-12-30,cold,Negative,5,2
13571,2016-12-30,cold,Negative,8,3
13572,2016-12-30,cold,Negative,8,4
13573,2016-12-30,cold,Negative,8,4
13574,2016-12-30,cold,Negative,5,2
13590,2016-12-30,cold,Negative,5,2
13591,2016-12-30,cold,Negative,8,3
13592,2016-12-30,cold,Negative,8,4
13593,2016-12-30,cold,Negative,8,4
13594,2016-12-30,cold,Negative,5,2
13630,2016-12-30,cold,Negative,5,2
13631,2016-12-30,cold,Negative,8,3
13632,2016-12-30,cold,Negative,8,4
13633,2016-12-30,cold,Negative,8,4
13634,2016-12-30,cold,Negative,5,2
13635,2016-12-30,cold,Negative,5,2
13636,2016-12-30,cold,Negative,8,3
13637,2016-12-30,cold,Negative,8,4
13638,2016-12-30,cold,Negative,8,4
13639,2016-12-30,cold,Negative,5,2
13675,2016-12-30,cold,Negative,5,2
13676,2016-12-30,cold,Negative,8,3
13677,2016-12-30,cold,Negative,8,4
13678,2016-12-30,cold,Negative,8,4
13679,2016-12-30,cold,Negative,5,2
13785,2016-12-30,cold,Negative,5,2
13786,2016-12-30,cold,Negative,8,3
13787,2016-12-30,cold,Negative,8,4
13788,2016-12-30,cold,Negative,8,4
13789,2016-12-30,cold,Negative,5,2
13805,2016-12-30,cold,Negative,5,2
13806,2016-12-30,cold,Negative,8,3
13807,2016-12-30,cold,Negative,8,4
13808,2016-12-30,cold,Negative,8,4
13809,2016-12-30,cold,Negative,5,2
13845,2016-12-30,cold,Negative,5,2
13846,2016-12-30,cold,Negative,8,3
13847,2016-12-30,cold,Negative,8,4
13848,2016-12-30,cold,Negative,8,4
13849,2016-12-30,cold,Negative,5,2
13945,2016-12-30,cold,Positive,5,2
13946,2016-12-30,cold,Positive,8,3
13947,2016-12-30,cold,Positive,8,4
13948,2016-12-30,cold,Positive,8,4
13949,2016-12-30,cold,Positive,5,2
14020,2016-12-30,cold,Negative,5,2
14021,2016-12-30,cold,Negative,8,3
14022,2016-12-30,cold,Negative,8,4
14023,2016-12-30,cold,Negative,8,4
14024,2016-12-30,cold,Negative,5,2
14050,2016-12-30,cold,Negative,5,2
14051,2016-12-30,cold,Negative,8,3
14052,2016-12-30,cold,Negative,8,4
14053,2016-12-30,cold,Negative,8,4
14054,2016-12-30,cold,Negative,5,2
14215,2016-12-30,cold,Positive,5,2
14216,2016-12-30,cold,Positive,8,3
14217,2016-12-30,cold,Positive,8,4
14218,2016-12-30,cold,Positive,8,4
14219,2016-12-30,cold,Positive,5,2
14465,2016-12-30,cold,Negative,5,2
14466,2016-12-30,cold,Negative,8,3
14467,2016-12-30,cold,Negative,8,4
14468,2016-12-30,cold,Negative,8,4
14469,2016-12-30,cold,Negative,5,2
14565,2016-12-30,cold,Positive,5,2
14566,2016-12-30,cold,Positive,8,3
14567,2016-12-30,cold,Positive,8,4
14568,2016-12-30,cold,Positive,8,4
14569,2016-12-30,cold,Positive,5,2
14740,2016-12-30,cold,Negative,5,2
14741,2016-12-30,cold,Negative,8,3
14742,2016-12-30,cold,Negative,8,4
14743,2016-12-30,cold,Negative,8,4
14744,2016-12-30,cold,Negative,5,2
14755,2016-12-30,cold,Negative,5,2
14756,2016-12-30,cold,Negative,8,3
14757,2016-12-30,cold,Negative,8,4
14758,2016-12-30,cold,Negative,8,4
14759,2016-12-30,cold,Negative,5,2
14875,2016-12-30,cold,Negative,5,2
14876,2016-12-30,cold,Negative,8,3
14877,2016-12-30,cold,Negative,8,4
14878,2016-12-30,cold,Negative,8,4
14879,2016-12-30,cold,Negative,5,2
14890,2016-12-30,cold,Negative,5,2
14891,2016-12-30,cold,Negative,8,3
14892,2016-12-30,cold,Negative,8,4
14893,2016-12-30,cold,Negative,8,4
14894,2016-12-30,cold,Negative,5,2
14905,2016-12-30,cold,Positive,5,2
14906,2016-12-30,cold,Positive,8,3
14907,2016-12-30,cold,Positive,8,4
14908,2016-12-30,cold,Positive,8,4
14909,2016-12-30,cold,Positive,5,2
14925,2016-12-30,cold,Negative,5,2
14926,2016-12-30,cold,Negative,8,3
14927,2016-12-30,cold,Negative,8,4
14928,2016-12-30,cold,Negative,8,4
14929,2016-12-30,cold,Negative,5,2
14995,2016-12-30,cold,Negative,5,2
14996,2016-12-30,cold,Negative,8,3
14997,2016-12-30,cold,Negative,8,4
14998,2016-12-30,cold,Negative,8,4
14999,2016-12-30,cold,Negative,5,2
15005,2016-12-31,cold,Negative,8,6
15006,2016-12-31,cold,Negative,8,7
15007,2016-12-31,cold,Negative,8,6
15008,2016-12-31,cold,Negative,8,7
15009,2016-12-31,cold,Negative,8,6
15015,2016-12-31,cold,Negative,8,6
15016,2016-12-31,cold,Negative,8,7
15017,2016-12-31,cold,Negative,8,6
15018,2016-12-31,cold,Negative,8,7
15019,2016-12-31,cold,Negative,8,6
15035,2016-12-31,cold,Negative,8,6
15036,2016-12-31,cold,Negative,8,7
15037,2016-12-31,cold,Negative,8,6
15038,2016-12-31,cold,Negative,8,7
15039,2016-12-31,cold,Negative,8,6
15100,2016-12-31,cold,Negative,8,6
15101,2016-12-31,cold,Negative,8,7
15102,2016-12-31,cold,Negative,8,6
15103,2016-12-31,cold,Negative,8,7
15104,2016-12-31,cold,Negative,8,6
15105,2016-12-31,cold,Negative,8,6
15106,2016-12-31,cold,Negative,8,7
15107,2016-12-31,cold,Negative,8,6
15108,2016-12-31,cold,Negative,8,7
15109,2016-12-31,cold,Negative,8,6
15125,2016-12-31,cold,Negative,8,6
15126,2016-12-31,cold,Negative,8,7
15127,2016-12-31,cold,Negative,8,6
15128,2016-12-31,cold,Negative,8,7
15129,2016-12-31,cold,Negative,8,6
15160,2016-12-31,cold,Negative,8,6
15161,2016-12-31,cold,Negative,8,7
15162,2016-12-31,cold,Negative,8,6
15163,2016-12-31,cold,Negative,8,7
15164,2016-12-31,cold,Negative,8,6
15165,2016-12-31,cold,Negative,8,6
15166,2016-12-31,cold,Negative,8,7
15167,2016-12-31,cold,Negative,8,6
15168,2016-12-31,cold,Negative,8,7
15169,2016-12-31,cold,Negative,8,6
15175,2016-12-31,cold,Negative,8,6
15176,2016-12-31,cold,Negative,8,7
15177,2016-12-31,cold,Negative,8,6
15178,2016-12-31,cold,Negative,8,7
15179,2016-12-31,cold,Negative,8,6
15225,2016-12-31,cold,Negative,8,6
15226,2016-12-31,cold,Negative,8,7
15227,2016-12-31,cold,Negative,8,6
15228,2016-12-31,cold,Negative,8,7
15229,2016-12-31,cold,Negative,8,6
15245,2016-12-31,cold,Negative,8,6
15246,2016-12-31,cold,Negative,8,7
15247,2016-12-31,cold,Negative,8,6
15248,2016-12-31,cold,Negative,8,7
15249,2016-12-31,cold,Negative,8,6
15260,2016-12-31,cold,Negative,8,6
15261,2016-12-31,cold,Negative,8,7
15262,2016-12-31,cold,Negative,8,6
15263,2016-12-31,cold,Negative,8,7
15264,2016-12-31,cold,Negative,8,6
15270,2016-12-31,cold,Negative,8,6
15271,2016-12-31,cold,Negative,8,7
15272,2016-12-31,cold,Negative,8,6
15273,2016-12-31,cold,Negative,8,7
15274,2016-12-31,cold,Negative,8,6
15335,2016-12-31,cold,Negative,8,6
15336,2016-12-31,cold,Negative,8,7
15337,2016-12-31,cold,Negative,8,6
15338,2016-12-31,cold,Negative,8,7
15339,2016-12-31,cold,Negative,8,6
15390,2016-12-31,cold,Negative,8,6
15391,2016-12-31,cold,Negative,8,7
15392,2016-12-31,cold,Negative,8,6
15393,2016-12-31,cold,Negative,8,7
15394,2016-12-31,cold,Negative,8,6
15410,2016-12-31,cold,Negative,8,6
15411,2016-12-31,cold,Negative,8,7
15412,2016-12-31,cold,Negative,8,6
15413,2016-12-31,cold,Negative,8,7
15414,2016-12-31,cold,Negative,8,6
15505,2016-12-31,cold,Negative,8,6
15506,2016-12-31,cold,Negative,8,7
15507,2016-12-31,cold,Negative,8,6
15508,2016-12-31,cold,Negative,8,7
15509,2016-12-31,cold,Negative,8,6
15560,2016-12-31,cold,Negative,8,6
15561,2016-12-31,cold,Negative,8,7
15562,2016-12-31,cold,Negative,8,6
15563,2016-12-31,cold,Negative,8,7
15564,2016-12-31,cold,Negative,8,6
15565,2016-12-31,cold,Negative,8,6
15566,2016-12-31,cold,Negative,8,7
15567,2016-12-31,cold,Negative,8,6
15568,2016-12-31,cold,Negative,8,7
15569,2016-12-31,cold,Negative,8,6
15605,2016-12-31,cold,Negative,8,6
15606,2016-12-31,cold,Negative,8,7
15607,2016-12-31,cold,Negative,8,6
15608,2016-12-31,cold,Negative,8,7
15609,2016-12-31,cold,Negative,8,6
15620,2016-12-31,cold,Negative,8,6
15621,2016-12-31,cold,Negative,8,7
15622,2016-12-31,cold,Negative,8,6
15623,2016-12-31,cold,Negative,8,7
15624,2016-12-31,cold,Negative,8,6
15685,2016-12-31,cold,Negative,8,6
15686,2016-12-31,cold,Negative,8,7
15687,2016-12-31,cold,Negative,8,6
15688,2016-12-31,cold,Negative,8,7
15689,2016-12-31,cold,Negative,8,6
15735,2016-12-31,cold,Negative,8,6
15736,2016-12-31,cold,Negative,8,7
15737,2016-12-31,cold,Negative,8,6
15738,2016-12-31,cold,Negative,8,7
15739,2016-12-31,cold,Negative,8,6
15835,2016-12-31,cold,Negative,8,6
15836,2016-12-31,cold,Negative,8,7
15837,2016-12-31,cold,Negative,8,6
15838,2016-12-31,cold,Negative,8,7
15839,2016-12-31,cold,Negative,8,6
15865,2016-12-31,cold,Negative,8,6
15866,2016-12-31,cold,Negative,8,7
15867,2016-12-31,cold,Negative,8,6
15868,2016-12-31,cold,Negative,8,7
15869,2016-12-31,cold,Negative,8,6
15885,2016-12-31,cold,Negative,8,6
15886,2016-12-31,cold,Negative,8,7
15887,2016-12-31,cold,Negative,8,6
15888,2016-12-31,cold,Negative,8,7
15889,2016-12-31,cold,Negative,8,6
15895,2016-12-31,cold,Positive,8,6
15896,2016-12-31,cold,Positive,8,7
15897,2016-12-31,cold,Positive,8,6
15898,2016-12-31,cold,Positive,8,7
15899,2016-12-31,cold,Positive,8,6
15985,2016-12-31,cold,Negative,8,6
15986,2016-12-31,cold,Negative,8,7
15987,2016-12-31,cold,Negative,8,6
15988,2016-12-31,cold,Negative,8,7
15989,2016-12-31,cold,Negative,8,6
16080,2016-12-31,cold,Negative,8,6
16081,2016-12-31,cold,Negative,8,7
16082,2016-12-31,cold,Negative,8,6
16083,2016-12-31,cold,Negative,8,7
16084,2016-12-31,cold,Negative,8,6
16095,2016-12-31,cold,Negative,8,6
16096,2016-12-31,cold,Negative,8,7
16097,2016-12-31,cold,Negative,8,6
16098,2016-12-31,cold,Negative,8,7
16099,2016-12-31,cold,Negative,8,6
16270,2016-12-31,cold,Positive,8,6
16271,2016-12-31,cold,Positive,8,7
16272,2016-12-31,cold,Positive,8,6
16273,2016-12-31,cold,Positive,8,7
16274,2016-12-31,cold,Positive,8,6
16285,2016-12-31,cold,Negative,8,6
16286,2016-12-31,cold,Negative,8,7
16287,2016-12-31,cold,Negative,8,6
16288,2016-12-31,cold,Negative,8,7
16289,2016-12-31,cold,Negative,8,6
17125,2016-12-31,cold,Negative,8,6
17126,2016-12-31,cold,Negative,8,7
17127,2016-12-31,cold,Negative,8,6
17128,2016-12-31,cold,Negative,8,7
17129,2016-12-31,cold,Negative,8,6
17420,2016-12-31,cold,Positive,8,6
17421,2016-12-31,cold,Positive,8,7
17422,2016-12-31,cold,Positive,8,6
17423,2016-12-31,cold,Positive,8,7
17424,2016-12-31,cold,Positive,8,6
17440,2016-12-31,cold,Negative,8,6
17441,2016-12-31,cold,Negative,8,7
17442,2016-12-31,cold,Negative,8,6
17443,2016-12-31,cold,Negative,8,7
17444,2016-12-31,cold,Negative,8,6
17470,2016-12-31,cold,Negative,8,6
17471,2016-12-31,cold,Negative,8,7
17472,2016-12-31,cold,Negative,8,6
17473,2016-12-31,cold,Negative,8,7
17474,2016-12-31,cold,Negative,8,6
17520,2016-12-31,cold,Negative,8,6
17521,2016-12-31,cold,Negative,8,7
17522,2016-12-31,cold,Negative,8,6
17523,2016-12-31,cold,Negative,8,7
17524,2016-12-31,cold,Negative,8,6
17545,2016-12-31,hot,Negative,8,6
17546,2016-12-31,hot,Negative,8,7
17547,2016-12-31,hot,Negative,8,6
17548,2016-12-31,hot,Negative,8,7
17549,2016-12-31,hot,Negative,8,6
17625,2016-12-31,cold,Negative,8,6
17626,2016-12-31,cold,Negative,8,7
17627,2016-12-31,cold,Negative,8,6
17628,2016-12-31,cold,Negative,8,7
17629,2016-12-31,cold,Negative,8,6
17725,2016-12-31,cold,Negative,8,6
17726,2016-12-31,cold,Negative,8,7
17727,2016-12-31,cold,Negative,8,6
17728,2016-12-31,cold,Negative,8,7
17729,2016-12-31,cold,Negative,8,6
17735,2016-12-31,cold,Negative,8,6
17736,2016-12-31,cold,Negative,8,7
17737,2016-12-31,cold,Negative,8,6
17738,2016-12-31,cold,Negative,8,7
17739,2016-12-31,cold,Negative,8,6
17745,2016-12-31,cold,Negative,8,6
17746,2016-12-31,cold,Negative,8,7
17747,2016-12-31,cold,Negative,8,6
17748,2016-12-31,cold,Negative,8,7
17749,2016-12-31,cold,Negative,8,6
17750,2016-12-31,cold,Negative,8,6
17751,2016-12-31,cold,Negative,8,7
17752,2016-12-31,cold,Negative,8,6
17753,2016-12-31,cold,Negative,8,7
17754,2016-12-31,cold,Negative,8,6
18155,2016-12-31,cold,Negative,8,6
18156,2016-12-31,cold,Negative,8,7
18157,2016-12-31,cold,Negative,8,6
18158,2016-12-31,cold,Negative,8,7
18159,2016-12-31,cold,Negative,8,6
18235,2016-12-31,cold,Positive,8,6
18236,2016-12-31,cold,Positive,8,7
18237,2016-12-31,cold,Positive,8,6
18238,2016-12-31,cold,Positive,8,7
18239,2016-12-31,cold,Positive,8,6
18270,2016-12-31,cold,Negative,8,6
18271,2016-12-31,cold,Negative,8,7
18272,2016-12-31,cold,Negative,8,6
18273,2016-12-31,cold,Negative,8,7
18274,2016-12-31,cold,Negative,8,6
18290,2016-12-31,cold,Negative,8,6
18291,2016-12-31,cold,Negative,8,7
18292,2016-12-31,cold,Negative,8,6
18293,2016-12-31,cold,Negative,8,7
18294,2016-12-31,cold,Negative,8,6
18350,2016-12-31,cold,Negative,8,6
18351,2016-12-31,cold,Negative,8,7
18352,2016-12-31,cold,Negative,8,6
18353,2016-12-31,cold,Negative,8,7
18354,2016-12-31,cold,Negative,8,6
18395,2016-12-31,cold,Negative,8,6
18396,2016-12-31,cold,Negative,8,7
18397,2016-12-31,cold,Negative,8,6
18398,2016-12-31,cold,Negative,8,7
18399,2016-12-31,cold,Negative,8,6
18460,2016-12-31,cold,Negative,8,6
18461,2016-12-31,cold,Negative,8,7
18462,2016-12-31,cold,Negative,8,6
18463,2016-12-31,cold,Negative,8,7
18464,2016-12-31,cold,Negative,8,6
18465,2016-12-31,cold,Negative,8,6
18466,2016-12-31,cold,Negative,8,7
18467,2016-12-31,cold,Negative,8,6
18468,2016-12-31,cold,Negative,8,7
18469,2016-12-31,cold,Negative,8,6
18490,2016-12-31,cold,Negative,8,6
18491,2016-12-31,cold,Negative,8,7
18492,2016-12-31,cold,Negative,8,6
18493,2016-12-31,cold,Negative,8,7
18494,2016-12-31,cold,Negative,8,6
18535,2016-12-31,cold,Negative,8,6
18536,2016-12-31,cold,Negative,8,7
18537,2016-12-31,cold,Negative,8,6
18538,2016-12-31,cold,Negative,8,7
18539,2016-12-31,cold,Negative,8,6
18575,2016-12-31,cold,Negative,8,6
18576,2016-12-31,cold,Negative,8,7
18577,2016-12-31,cold,Negative,8,6
18578,2016-12-31,cold,Negative,8,7
18579,2016-12-31,cold,Negative,8,6
18620,2016-12-31,cold,Negative,8,6
18621,2016-12-31,cold,Negative,8,7
18622,2016-12-31,cold,Negative,8,6
18623,2016-12-31,cold,Negative,8,7
18624,2016-12-31,cold,Negative,8,6
18650,2016-12-31,cold,Negative,8,6
18651,2016-12-31,cold,Negative,8,7
18652,2016-12-31,cold,Negative,8,6
18653,2016-12-31,cold,Negative,8,7
18654,2016-12-31,cold,Negative,8,6
18895,2016-12-31,cold,Negative,8,6
18896,2016-12-31,cold,Negative,8,7
18897,2016-12-31,cold,Negative,8,6
18898,2016-12-31,cold,Negative,8,7
18899,2016-12-31,cold,Negative,8,6
18965,2016-12-31,cold,Negative,8,6
18966,2016-12-31,cold,Negative,8,7
18967,2016-12-31,cold,Negative,8,6
18968,2016-12-31,cold,Negative,8,7
18969,2016-12-31,cold,Negative,8,6
19000,2016-12-31,cold,Negative,8,6
19001,2016-12-31,cold,Negative,8,7
19002,2016-12-31,cold,Negative,8,6
19003,2016-12-31,cold,Negative,8,7
19004,2016-12-31,cold,Negative,8,6
19010,2016-12-31,cold,Negative,8,6
19011,2016-12-31,cold,Negative,8,7
19012,2016-12-31,cold,Negative,8,6
19013,2016-12-31,cold,Negative,8,7
19014,2016-12-31,cold,Negative,8,6
19155,2016-12-31,cold,Negative,8,6
19156,2016-12-31,cold,Negative,8,7
19157,2016-12-31,cold,Negative,8,6
19158,2016-12-31,cold,Negative,8,7
